ID,CONVERTED_ACCOUNT_ID,A_LEAD_ASSOCIATED_COUNTRY_C,A_LEAD_UTM_SOURCE_C,CREATED_DATE,A_LEAD_FIRST_REACH_OUT_DATE_C,A_LEAD_FIRST_MEETING_CREATION_DATE_C,A_LEAD_FIRST_MEETING_DATE_C,A_LEAD_LAST_MEETING_DATE_C,IS_DELETED
00Q1i00000AOun2EAD,,Italy,google,2022-02-01T12:00:31Z,2022-02-01T12:18:29Z,2022-02-01T12:18:33Z,2022-02-02T18:00:00Z,2022-02-02T18:00:00Z,FALSE
00Q1i00000AOun7EAD,,Germany,google,2022-02-01T12:00:56Z,2022-02-02T16:10:38Z,,,,FALSE
00Q1i00000AOunHEAT,0011i00001NcEiXAAV,Spain,SumUp,2022-02-01T12:01:09Z,2022-02-01T12:14:46Z,2022-02-01T12:23:01Z,2022-02-02T17:00:00Z,2022-02-02T17:00:00Z,FALSE
00Q1i00000AOulmEAD,001AZ000004Cj7eYAC,Germany,facebook,2022-02-01T12:01:34Z,2022-02-02T16:11:16Z,2022-02-02T16:15:20Z,2022-02-07T09:00:00Z,2022-10-25T11:00:00Z,FALSE
00Q1i00000AOunWEAT,,Italy,facebook,2022-02-01T12:01:57Z,,,,,FALSE
00Q1i00000AOuo0EAD,,Italy,facebook,2022-02-01T12:05:31Z,2022-02-01T12:21:05Z,,,,FALSE
00Q1i00000AOuo5EAD,0011i00001O6f9GAAR,Spain,facebook,2022-02-01T12:06:28Z,2022-02-01T12:35:23Z,2022-02-01T12:52:07Z,2022-02-03T09:00:00Z,2022-02-04T14:30:00Z,FALSE
00Q1i00000AOuoKEAT,,Germany,facebook,2022-02-01T12:08:36Z,2022-02-02T16:16:35Z,,,,FALSE
00Q1i00000AOuoUEAT,,Germany,SumUp,2022-02-01T12:09:38Z,2022-02-03T15:49:22Z,2022-02-04T10:18:47Z,2022-01-04T13:00:00Z,2022-01-04T13:00:00Z,FALSE
00Q1i00000AOuofEAD,0011i00001Ow7saAAB,Spain,facebook,2022-02-01T12:10:11Z,2022-02-01T12:23:37Z,2022-02-01T12:33:09Z,2022-02-02T17:00:00Z,2022-02-23T17:00:00Z,FALSE
00Q1i00000AOuoeEAD,,Spain,facebook,2022-02-01T12:10:11Z,2022-02-01T12:33:27Z,,,,FALSE
00Q1i00000AOup3EAD,,France,facebook,2022-02-01T12:12:15Z,2022-02-01T12:13:01Z,,,,FALSE
00Q1i00000AOupIEAT,,Spain,facebook,2022-02-01T12:13:47Z,2022-02-01T12:32:04Z,,,,FALSE
00Q1i00000AOupNEAT,,France,,2022-02-01T12:14:11Z,2022-02-01T12:18:03Z,,,,FALSE
00Q1i00000AOupcEAD,0011i00001NcTZUAA3,Italy,,2022-02-01T12:14:57Z,2022-02-01T12:24:47Z,2022-02-02T11:49:46Z,2022-02-03T09:00:00Z,2022-02-03T09:00:00Z,FALSE
00Q1i00000AOuprEAD,,Italy,facebook,2022-02-01T12:15:20Z,2022-02-01T12:42:54Z,2022-02-01T12:42:58Z,2022-01-01T18:30:00Z,2022-01-01T18:30:00Z,FALSE
00Q1i00000AOuq6EAD,,Spain,facebook,2022-02-01T12:15:45Z,2022-02-01T12:32:52Z,,,,FALSE
00Q1i00000AOurTEAT,,France,facebook,2022-02-01T12:22:43Z,2022-02-01T12:29:26Z,,,,FALSE
00Q1i00000AOurdEAD,,Germany,facebook,2022-02-01T12:24:44Z,2022-02-02T16:18:43Z,2022-02-02T16:29:22Z,2022-01-07T13:00:00Z,2022-01-07T13:00:00Z,FALSE
00Q1i00000AOurnEAD,,France,facebook,2022-02-01T12:25:14Z,,,,,FALSE
00Q1i00000AOutFEAT,,Italy,google,2022-02-01T12:36:21Z,2022-02-01T12:37:58Z,,,,FALSE
00Q1i00000AOutoEAD,0011i00001Nc43EAAR,Italy,google,2022-02-01T12:40:41Z,2022-02-01T12:49:28Z,2022-02-01T12:49:38Z,2022-02-02T11:00:00Z,2022-02-02T11:00:00Z,FALSE
00Q1i00000AOuu8EAD,0011i00001ORGirAAH,France,facebook,2022-02-01T12:41:28Z,2022-02-01T12:41:50Z,2022-02-01T14:09:20Z,2022-02-08T16:00:00Z,2022-02-14T10:00:00Z,FALSE
00Q1i00000AOuuNEAT,,Italy,facebook,2022-02-01T12:42:55Z,2022-02-01T12:50:42Z,2022-02-01T13:10:38Z,2022-02-05T09:00:00Z,2022-03-02T19:00:00Z,FALSE
00Q1i00000AOuuhEAD,,Germany,facebook,2022-02-01T12:44:14Z,2022-02-01T14:19:56Z,,,,FALSE
00Q1i00000AOuurEAD,,Spain,facebook,2022-02-01T12:45:29Z,2022-02-01T12:52:31Z,,,,FALSE
00Q1i00000AOuvGEAT,,Italy,facebook,2022-02-01T12:47:02Z,2022-02-01T12:53:59Z,,,,FALSE
00Q1i00000AOuvVEAT,,Italy,facebook,2022-02-01T12:47:37Z,2022-02-01T12:55:02Z,,,,FALSE
00Q1i00000AOuw9EAD,,France,facebook,2022-02-01T12:51:29Z,2022-02-01T12:54:44Z,2022-02-01T13:11:21Z,2022-02-07T17:00:00Z,2022-02-21T17:30:00Z,FALSE
00Q1i00000AOuwJEAT,,France,google,2022-02-01T12:54:38Z,2022-02-01T12:56:27Z,,,,FALSE
00Q1i00000AOuwdEAD,,France,facebook,2022-02-01T12:57:12Z,2022-02-01T13:19:28Z,,,,FALSE
00Q1i00000AOux2EAD,0011i00001NbaGpAAJ,France,google,2022-02-01T13:00:52Z,2022-02-01T13:06:50Z,2022-02-01T13:06:58Z,2022-02-01T14:00:00Z,2022-02-01T14:00:00Z,FALSE
00Q1i00000AOux7EAD,,Spain,google,2022-02-01T13:01:29Z,2022-02-01T13:03:56Z,,,,FALSE
00Q1i00000AOuxMEAT,,Italy,google,2022-02-01T13:02:25Z,2022-02-01T13:11:36Z,,,,FALSE
00Q1i00000AOuxlEAD,,Italy,facebook,2022-02-01T13:04:36Z,2022-02-01T13:13:05Z,,,,FALSE
00Q1i00000AOuyFEAT,,Italy,email,2022-02-01T13:07:30Z,2022-02-01T13:14:19Z,,,,FALSE
00Q1i00000AOuyKEAT,,Italy,facebook,2022-02-01T13:07:58Z,2022-02-01T13:28:37Z,2022-02-01T13:28:42Z,2022-02-01T19:00:00Z,2022-02-01T19:00:00Z,FALSE
00Q1i00000AOuyZEAT,,France,facebook,2022-02-01T13:08:52Z,2022-02-01T13:12:37Z,,,,FALSE
00Q1i00000AOuz3EAD,0011i00001NbbCzAAJ,France,SumUp,2022-02-01T13:14:11Z,2022-02-01T13:16:33Z,2022-02-01T13:23:15Z,2022-02-01T15:00:00Z,2022-02-01T15:00:00Z,FALSE
00Q1i00000AOuzhEAD,,France,,2022-02-01T13:19:19Z,2022-02-01T13:20:11Z,,,,FALSE
00Q1i00000AOv06EAD,,Spain,google,2022-02-01T13:22:57Z,2022-02-01T13:35:46Z,2022-02-01T13:35:55Z,2022-02-03T11:00:00Z,2022-02-03T11:00:00Z,FALSE
00Q1i00000AOv14EAD,,France,facebook,2022-02-01T13:29:13Z,2022-02-01T13:29:55Z,,,,FALSE
00Q1i00000AOv19EAD,,Spain,(direct),2022-02-01T13:29:48Z,2022-02-01T13:34:41Z,,,,FALSE
00Q1i00000AOuzdEAD,,France,facebook,2022-02-01T13:30:41Z,2022-02-01T14:06:11Z,,,,FALSE
00Q1i00000AOv1EEAT,0011i00001QngCHAAZ,Italy,facebook,2022-02-01T13:31:36Z,2022-02-01T15:06:07Z,2022-04-13T13:29:43Z,2022-04-14T13:00:00Z,2022-04-14T13:00:00Z,FALSE
00Q1i00000AOv1OEAT,0011i00001O6XFrAAN,France,referall,2022-02-01T13:32:08Z,2022-02-01T13:34:42Z,2022-02-01T16:50:49Z,2022-02-02T10:00:00Z,2022-02-04T10:00:00Z,FALSE
00Q1i00000AOv1dEAD,,France,google,2022-02-01T13:33:55Z,2022-02-01T13:35:14Z,,,,FALSE
00Q1i00000AOv27EAD,,France,google,2022-02-01T13:35:58Z,2022-02-01T13:37:03Z,,,,FALSE
00Q1i00000AOv2CEAT,0011i00001Nc4CkAAJ,Italy,facebook,2022-02-01T13:36:33Z,2022-02-01T14:21:34Z,2022-02-01T14:21:39Z,2022-02-02T18:00:00Z,2022-02-02T18:00:00Z,FALSE
00Q1i00000AOv2bEAD,0011i00001O6rAiAAJ,Spain,facebook,2022-02-01T13:38:11Z,2022-02-01T13:40:52Z,2022-02-01T13:51:32Z,2022-02-04T08:00:00Z,2022-02-05T09:00:00Z,FALSE
00Q1i00000AOv2qEAD,,Spain,facebook,2022-02-01T13:40:18Z,2022-02-01T13:52:01Z,,,,FALSE
00Q1i00000AOv35EAD,,Italy,facebook,2022-02-01T13:42:22Z,,,,,FALSE
00Q1i00000AOv3AEAT,0011i00001O6UbbAAF,France,google,2022-02-01T13:42:48Z,2022-02-01T13:43:11Z,2022-02-01T14:37:56Z,2022-02-04T09:00:00Z,2022-02-04T09:00:00Z,FALSE
00Q1i00000AOv3oEAD,,Germany,facebook,2022-02-01T13:48:15Z,2022-02-01T14:06:40Z,,,,FALSE
00Q1i00000AOv43EAD,,France,google,2022-02-01T13:49:02Z,2022-02-01T13:49:55Z,,,,FALSE
00Q1i00000AOv4SEAT,0011i00001NcRtMAAV,Italy,facebook,2022-02-01T13:54:58Z,2022-02-01T14:13:54Z,2022-02-01T14:14:04Z,2022-02-01T18:30:00Z,2022-02-01T18:30:00Z,FALSE
00Q1i00000AOv4mEAD,,Italy,facebook,2022-02-01T13:56:39Z,2022-02-01T14:21:04Z,2022-02-01T14:21:15Z,2022-02-01T19:00:00Z,2022-02-01T19:00:00Z,FALSE
00Q1i00000AOv4nEAD,,Germany,,2022-02-01T13:56:39Z,2022-02-01T14:02:40Z,,,,FALSE
00Q1i00000AOv5pEAD,,France,google,2022-02-01T13:59:01Z,2022-02-01T14:01:14Z,,,,FALSE
00Q1i00000AOv5zEAD,,France,facebook,2022-02-01T14:00:45Z,2022-02-01T14:02:44Z,,,,FALSE
00Q1i00000AOv6OEAT,,Spain,facebook,2022-02-01T14:03:15Z,2022-02-01T14:04:58Z,,,,FALSE
00Q1i00000AOv7lEAD,,Italy,facebook,2022-02-01T14:10:34Z,2022-02-01T14:25:18Z,,,,FALSE
00Q1i00000AOv8ZEAT,,France,google,2022-02-01T14:15:25Z,2022-02-01T14:17:55Z,,,,FALSE
00Q1i00000AOv8eEAD,0011i00001O5zxaAAB,France,google,2022-02-01T14:15:52Z,2022-02-01T14:22:15Z,2022-02-01T14:22:30Z,2022-02-03T13:00:00Z,2022-02-03T13:00:00Z,FALSE
00Q1i00000AOv8jEAD,,Italy,google,2022-02-01T14:16:40Z,2022-02-01T14:26:19Z,2022-02-01T16:16:14Z,2022-02-03T09:00:00Z,2022-02-03T09:00:00Z,FALSE
00Q1i00000AOv93EAD,,Italy,SumUp,2022-02-01T14:17:19Z,2022-02-01T14:29:25Z,,,,FALSE
00Q1i00000AOv9XEAT,,Spain,facebook,2022-02-01T14:19:02Z,2022-02-01T14:31:39Z,2022-02-16T14:35:12Z,2022-02-17T16:00:00Z,2022-02-17T16:00:00Z,FALSE
00Q1i00000AOv9cEAD,,Italy,SumUp,2022-02-01T14:19:37Z,,,,,FALSE
00Q1i00000AOvAaEAL,,Italy,google,2022-02-01T14:24:34Z,,,,,FALSE
00Q1i00000AOvApEAL,,Spain,facebook,2022-02-01T14:26:05Z,2022-02-01T14:29:38Z,,,,FALSE
00Q1i00000AOvBEEA1,,Spain,facebook,2022-02-01T14:28:22Z,2022-02-01T14:33:20Z,,,,FALSE
00Q1i00000AOvCMEA1,,Italy,facebook,2022-02-01T14:39:16Z,2022-02-01T14:44:36Z,,,,FALSE
00Q1i00000AOvCbEAL,0011i00001NcFVzAAN,Spain,facebook,2022-02-01T14:40:31Z,2022-02-01T14:41:26Z,2022-02-01T14:49:12Z,2022-02-02T17:00:00Z,2022-02-02T17:00:00Z,FALSE
00Q1i00000AOvDFEA1,,Spain,facebook,2022-02-01T14:46:38Z,2022-02-01T15:05:22Z,2022-02-01T15:16:20Z,2022-02-02T12:00:00Z,2022-02-02T15:00:00Z,FALSE
00Q1i00000AOvDGEA1,0011i00001NcFLeAAN,Italy,facebook,2022-02-01T14:46:38Z,2022-02-01T14:54:14Z,2022-02-01T14:54:26Z,2022-02-02T14:00:00Z,2022-02-02T14:00:00Z,FALSE
00Q1i00000AOvDUEA1,,Spain,facebook,2022-02-01T14:47:11Z,2022-02-01T15:18:09Z,,,,FALSE
00Q1i00000AOvDZEA1,,Spain,facebook,2022-02-01T14:47:27Z,2022-02-01T15:19:38Z,,,,FALSE
00Q1i00000AOvDjEAL,,Spain,facebook,2022-02-01T14:47:46Z,2022-02-01T14:54:14Z,,,,FALSE
00Q1i00000AOvDtEAL,,Spain,facebook,2022-02-01T14:48:34Z,2022-02-01T14:53:47Z,,,,FALSE
00Q1i00000AOvDyEAL,,France,facebook,2022-02-01T14:48:48Z,,,,,FALSE
00Q1i00000AOvDzEAL,,France,facebook,2022-02-01T14:48:48Z,2022-02-01T15:14:56Z,2022-02-01T15:20:17Z,2022-02-02T16:00:00Z,2022-02-09T17:00:00Z,FALSE
00Q1i00000AOvEDEA1,,France,facebook,2022-02-01T14:49:14Z,2022-02-01T14:54:00Z,,,,FALSE
00Q1i00000AOvEXEA1,,Spain,facebook,2022-02-01T14:49:58Z,2022-02-01T15:24:17Z,,,,FALSE
00Q1i00000AOvEYEA1,,France,facebook,2022-02-01T14:49:58Z,2022-02-01T15:21:01Z,,,,FALSE
00Q1i00000AOvEmEAL,,France,google,2022-02-01T14:51:16Z,2022-02-01T14:55:08Z,2022-02-01T14:58:19Z,2022-02-02T10:00:00Z,2022-02-02T10:00:00Z,FALSE
00Q1i00000AOvErEAL,,Italy,facebook,2022-02-01T14:51:57Z,2022-02-01T14:59:07Z,2022-02-01T14:59:18Z,2022-02-02T11:00:00Z,2022-02-02T11:00:00Z,FALSE
00Q1i00000AOvEwEAL,,Italy,SumUp,2022-02-01T14:52:43Z,2022-02-01T15:05:37Z,,,,FALSE
00Q1i00000AOvF6EAL,,Spain,facebook,2022-02-01T14:53:22Z,2022-02-01T15:24:38Z,,,,FALSE
00Q1i00000AOvFLEA1,,Spain,facebook,2022-02-01T14:54:20Z,2022-02-01T14:55:42Z,2022-02-02T16:23:18Z,2022-02-04T11:00:00Z,2022-02-08T11:30:00Z,FALSE
00Q1i00000AOvFVEA1,0011i00001NbdDqAAJ,France,,2022-02-01T14:54:50Z,2022-02-01T14:56:42Z,2022-02-01T15:13:05Z,2022-02-01T15:00:00Z,2022-02-01T15:00:00Z,FALSE
00Q1i00000AOvFaEAL,,Spain,facebook,2022-02-01T14:55:33Z,2022-02-01T14:56:04Z,,,,FALSE
00Q1i00000AOvFbEAL,0011i00001Nc7vgAAB,Spain,facebook,2022-02-01T14:55:33Z,2022-02-01T15:00:39Z,2022-02-01T15:11:53Z,2022-02-02T12:00:00Z,2022-02-02T12:00:00Z,FALSE
00Q1i00000AOvFfEAL,,Spain,,2022-02-01T14:56:05Z,2022-02-01T15:27:35Z,2022-02-02T08:56:25Z,2022-02-03T11:00:00Z,2022-02-03T13:00:00Z,FALSE
00Q1i00000AOvFzEAL,0011i00001O5rpUAAR,France,SumUp,2022-02-01T15:00:19Z,2022-02-01T15:03:54Z,2022-02-01T15:09:18Z,2022-02-03T10:00:00Z,2022-02-03T10:00:00Z,FALSE
00Q1i00000AOvGEEA1,,France,google,2022-02-01T15:02:07Z,2022-02-01T15:09:24Z,,,,FALSE
00Q1i00000AOvGOEA1,,Germany,facebook,2022-02-01T15:05:27Z,2022-02-02T16:31:36Z,,,,FALSE
00Q1i00000AOvGxEAL,,Spain,facebook,2022-02-01T15:09:02Z,2022-02-01T15:17:45Z,,,,FALSE
00Q1i00000AOvHHEA1,0011i00001O61heAAB,France,(direct),2022-02-01T15:10:42Z,2022-02-01T15:29:03Z,2022-02-01T15:53:02Z,2022-02-03T14:00:00Z,2022-02-03T14:00:00Z,FALSE
00Q1i00000AOvHWEA1,,France,,2022-02-01T15:11:29Z,2022-02-01T15:15:26Z,,,,FALSE
00Q1i00000AOvHbEAL,0011i00001OTCmOAAX,France,referall,2022-02-01T15:11:56Z,2022-02-01T15:29:21Z,2022-02-17T13:57:23Z,2022-02-18T09:00:00Z,2022-02-18T09:00:00Z,FALSE
00Q1i00000AOvIBEA1,0011i00001NcB1ZAAV,France,,2022-02-01T15:14:36Z,2022-02-01T15:16:25Z,2022-02-01T16:11:29Z,2022-02-02T14:00:00Z,2022-02-02T14:00:00Z,FALSE
00Q1i00000AOvIAEA1,,Germany,SumUp,2022-02-01T15:14:36Z,2022-02-01T15:28:04Z,,,,FALSE
00Q1i00000AOvIKEA1,,Germany,google,2022-02-01T15:15:45Z,2022-02-03T16:14:22Z,,,,FALSE
00Q1i00000AOvIeEAL,0011i00001NbyeaAAB,France,google,2022-02-01T15:16:57Z,2022-02-01T15:31:23Z,2022-02-01T15:38:06Z,2022-02-01T17:30:00Z,2022-02-01T17:30:00Z,FALSE
00Q1i00000AOvItEAL,0011i00001NbzciAAB,Italy,facebook,2022-02-01T15:19:11Z,2022-02-01T15:32:45Z,2022-02-01T15:42:40Z,2022-02-02T09:00:00Z,2022-02-02T09:00:00Z,FALSE
00Q1i00000AOvIyEAL,,Spain,facebook,2022-02-01T15:19:24Z,2022-02-01T15:30:33Z,,,,FALSE
00Q1i00000AOvJNEA1,0011i00001NbcXEAAZ,France,google,2022-02-01T15:20:51Z,2022-02-01T15:48:31Z,2022-02-01T15:48:37Z,2022-02-01T15:45:00Z,2022-02-01T15:45:00Z,FALSE
00Q1i00000AOvKGEA1,,France,google,2022-02-01T15:26:05Z,2022-02-01T15:50:01Z,,,,FALSE
00Q1i00000AOvKQEA1,,Italy,facebook,2022-02-01T15:27:09Z,2022-02-01T15:36:37Z,,,,FALSE
00Q1i00000AOvKVEA1,,Italy,,2022-02-01T15:28:13Z,2022-02-01T15:33:54Z,2022-02-01T15:34:06Z,2022-02-01T16:00:00Z,2022-02-01T16:00:00Z,FALSE
00Q1i00000AOvKaEAL,0011i00001Nc2YvAAJ,Germany,google,2022-02-01T15:28:47Z,2022-02-01T16:35:23Z,2022-02-01T16:41:36Z,2022-02-02T10:00:00Z,2022-02-02T10:00:00Z,FALSE
00Q1i00000AOvKfEAL,0011i00001NbyxbAAB,France,SumUp,2022-02-01T15:29:08Z,2022-02-01T15:33:58Z,2022-02-01T15:42:18Z,2022-02-01T17:15:00Z,2022-02-01T17:15:00Z,FALSE
00Q1i00000AOvKkEAL,,France,google,2022-02-01T15:29:31Z,2022-02-01T15:50:40Z,,,,FALSE
00Q1i00000AOvKzEAL,,Spain,facebook,2022-02-01T15:30:42Z,2022-02-01T15:39:34Z,2022-02-01T15:39:44Z,2022-02-02T08:00:00Z,2022-02-02T08:00:00Z,FALSE
00Q1i00000AOvLTEA1,0011i00001NcCvmAAF,France,SumUp,2022-02-01T15:34:15Z,2022-02-01T15:35:51Z,2022-02-02T13:35:59Z,2022-02-02T14:00:00Z,2022-02-02T14:00:00Z,FALSE
00Q1i00000AOvLYEA1,0011i00001Nc2pUAAR,Germany,facebook,2022-02-01T15:34:29Z,2022-02-01T15:36:43Z,2022-02-01T15:53:37Z,2022-02-02T09:00:00Z,2022-02-02T09:00:00Z,FALSE
00Q1i00000AOvMgEAL,,Italy,google,2022-02-01T15:41:17Z,2022-02-01T15:45:51Z,,,,FALSE
00Q1i00000AOvMqEAL,,Spain,facebook,2022-02-01T15:41:42Z,2022-02-01T15:44:23Z,,,,FALSE
00Q1i00000AOvN0EAL,,Italy,google,2022-02-01T15:42:23Z,2022-02-01T15:45:16Z,,,,FALSE
00Q1i00000AOvNAEA1,,Germany,,2022-02-01T15:43:56Z,2022-02-01T15:55:06Z,2022-02-01T16:08:13Z,2022-02-02T10:00:00Z,2022-02-02T10:00:00Z,FALSE
00Q1i00000AOvNFEA1,,Spain,facebook,2022-02-01T15:44:41Z,2022-02-01T15:46:25Z,,,,FALSE
00Q1i00000AOvNUEA1,,Italy,google,2022-02-01T15:46:06Z,2022-02-01T15:52:36Z,,,,FALSE
00Q1i00000AOvNfEAL,,Spain,facebook,2022-02-01T15:48:10Z,2022-02-01T15:50:06Z,,,,FALSE
00Q1i00000AOvNeEAL,,Italy,facebook,2022-02-01T15:48:10Z,2022-02-01T16:10:51Z,,,,FALSE
00Q1i00000AOvODEA1,,Italy,facebook,2022-02-01T15:52:44Z,2022-02-01T15:54:17Z,,,,FALSE
00Q1i00000AOvOIEA1,,Italy,facebook,2022-02-01T15:53:31Z,2022-02-01T16:02:48Z,,,,FALSE
00Q1i00000AOvOwEAL,,Spain,facebook,2022-02-01T15:58:20Z,2022-02-01T16:10:06Z,2022-02-01T16:12:59Z,2022-03-03T08:00:00Z,2022-03-03T08:00:00Z,FALSE
00Q1i00000AOvPuEAL,0011i00001Nc2izAAB,Germany,google,2022-02-01T16:05:29Z,2022-02-01T16:11:45Z,2022-02-01T16:26:02Z,2022-02-02T10:00:00Z,2022-02-02T10:00:00Z,FALSE
00Q1i00000AOvPzEAL,0011i00001O7KtWAAV,France,facebook,2022-02-01T16:05:54Z,2022-02-01T16:06:19Z,2022-02-01T16:11:12Z,2022-02-07T09:00:00Z,2022-02-07T09:00:00Z,FALSE
00Q1i00000AOvQiEAL,,France,facebook,2022-02-01T16:08:42Z,2022-02-01T16:12:45Z,,,,FALSE
00Q1i00000AOvRMEA1,,Italy,google,2022-02-01T16:16:57Z,2022-02-01T16:19:28Z,,,,FALSE
00Q1i00000AOvRWEA1,,Italy,facebook,2022-02-01T16:18:01Z,2022-02-01T16:22:24Z,2022-02-01T16:28:05Z,2022-02-02T14:00:00Z,2022-02-02T14:00:00Z,FALSE
00Q1i00000AOvRbEAL,0011i00001Nc4idAAB,Italy,,2022-02-01T16:18:26Z,2022-02-01T16:29:01Z,2022-02-01T17:03:01Z,2022-02-02T11:00:00Z,2022-02-02T11:00:00Z,FALSE
00Q1i00000AOvRmEAL,,Italy,facebook,2022-02-01T16:19:37Z,2022-02-01T16:34:47Z,,,,FALSE
00Q1i00000AOvRlEAL,,Italy,google,2022-02-01T16:19:37Z,2022-02-01T16:30:27Z,,,,FALSE
00Q1i00000AOvS5EAL,,Italy,SumUp,2022-02-01T16:21:57Z,2022-02-01T16:44:00Z,2022-02-14T10:27:12Z,2022-02-18T09:00:00Z,2022-03-04T09:00:00Z,FALSE
00Q1i00000AOvSFEA1,,Spain,facebook,2022-02-01T16:24:21Z,2022-02-01T16:31:55Z,,,,FALSE
00Q1i00000AOvSeEAL,,France,google,2022-02-01T16:25:25Z,2022-02-01T16:26:22Z,,,,FALSE
00Q1i00000AOvSoEAL,,France,,2022-02-01T16:26:18Z,2022-02-01T16:26:58Z,,,,FALSE
00Q1i00000AOvTNEA1,,France,,2022-02-01T16:28:48Z,2022-02-01T16:29:44Z,,,,FALSE
00Q1i00000AOvTcEAL,,France,google,2022-02-01T16:33:06Z,2022-02-01T16:37:31Z,,,,FALSE
00Q1i00000AOvTmEAL,,France,facebook,2022-02-01T16:33:48Z,2022-02-01T16:42:15Z,,,,FALSE
00Q1i00000AOvTrEAL,,Spain,facebook,2022-02-01T16:34:16Z,2022-02-01T16:59:48Z,,,,FALSE
00Q1i00000AOvU1EAL,,Italy,google,2022-02-01T16:35:22Z,2022-02-01T16:44:40Z,2022-02-01T16:44:46Z,2022-02-01T17:00:00Z,2022-02-04T10:00:00Z,FALSE
00Q1i00000AOvU6EAL,,France,facebook,2022-02-01T16:36:06Z,2022-02-01T16:37:34Z,,,,FALSE
00Q1i00000AOvUBEA1,,France,google,2022-02-01T16:36:57Z,2022-02-01T16:42:25Z,,,,FALSE
00Q1i00000AOvUzEAL,,Italy,google,2022-02-01T16:43:03Z,2022-02-01T17:03:18Z,,,,FALSE
00Q1i00000AOvVEEA1,,Spain,facebook,2022-02-01T16:44:42Z,2022-02-01T17:09:35Z,2022-04-13T15:57:37Z,2022-04-19T17:00:00Z,2022-04-19T17:00:00Z,FALSE
00Q1i00000AOvVTEA1,,Italy,(direct),2022-02-01T16:46:18Z,2022-02-01T17:02:18Z,,,,FALSE
00Q1i00000AOvVnEAL,,France,google,2022-02-01T16:48:37Z,2022-02-01T16:52:00Z,,,,FALSE
00Q1i00000AOvVsEAL,,France,facebook,2022-02-01T16:49:23Z,2022-02-01T16:52:28Z,,,,FALSE
00Q1i00000AOvW7EAL,,France,facebook,2022-02-01T16:51:26Z,2022-02-01T16:54:13Z,,,,FALSE
00Q1i00000AOvWHEA1,0011i00001NcEq7AAF,Italy,google,2022-02-01T16:52:40Z,2022-02-01T17:18:58Z,2022-02-02T11:09:12Z,2022-02-02T17:00:00Z,2022-02-02T17:00:00Z,FALSE
00Q1i00000AOvWREA1,,Spain,facebook,2022-02-01T16:53:27Z,2022-02-01T17:10:06Z,,,,FALSE
00Q1i00000AOvWlEAL,,France,google,2022-02-01T16:56:05Z,2022-02-01T16:58:05Z,,,,FALSE
00Q1i00000AOvWqEAL,,Italy,google,2022-02-01T16:56:58Z,2022-02-02T10:02:07Z,,,,FALSE
00Q1i00000AOvXAEA1,,Italy,facebook,2022-02-01T16:58:36Z,2022-02-01T17:24:13Z,2022-02-09T14:21:29Z,2022-02-10T15:00:00Z,2022-02-10T15:00:00Z,FALSE
00Q1i00000AOvXZEA1,,Italy,google,2022-02-01T17:02:12Z,2022-02-01T17:04:46Z,,,,FALSE
00Q1i00000AOvY3EAL,,Italy,google,2022-02-01T17:05:18Z,2022-02-01T17:14:39Z,,,,FALSE
00Q1i00000AOvYDEA1,,Italy,google,2022-02-01T17:07:12Z,2022-02-01T17:17:43Z,,,,FALSE
00Q1i00000AOvYXEA1,,Spain,facebook,2022-02-01T17:11:06Z,2022-02-01T17:28:41Z,2022-02-01T17:39:12Z,2022-02-03T16:00:00Z,2022-02-03T16:00:00Z,FALSE
00Q1i00000AOvYcEAL,,France,referall,2022-02-01T17:11:42Z,2022-02-01T17:15:30Z,,,,FALSE
00Q1i00000AOvZQEA1,,Italy,google,2022-02-01T17:17:17Z,2022-02-01T17:20:28Z,,,,FALSE
00Q1i00000AOvZVEA1,0011i00001O5zlYAAR,Italy,google,2022-02-01T17:17:42Z,2022-02-01T17:26:01Z,2022-02-02T11:14:48Z,2022-02-03T13:00:00Z,2022-02-03T13:00:00Z,FALSE
00Q1i00000AOvaEEAT,,France,google,2022-02-01T17:21:57Z,2022-02-01T17:23:57Z,,,,FALSE
00Q1i00000AOvaOEAT,,France,facebook,2022-02-01T17:22:38Z,,,,,FALSE
00Q1i00000AOvb2EAD,0011i00001OSTPGAA5,France,google,2022-02-01T17:27:35Z,2022-02-01T17:34:08Z,2022-02-15T16:59:31Z,2022-02-16T16:00:00Z,2022-02-16T15:00:00Z,FALSE
00Q1i00000AOvbMEAT,,Italy,facebook,2022-02-01T17:30:33Z,2022-02-01T17:43:42Z,2022-02-01T17:43:46Z,2022-02-02T14:00:00Z,2022-02-02T14:00:00Z,FALSE
00Q1i00000AOvbWEAT,,Italy,google,2022-02-01T17:31:57Z,2022-02-01T17:43:06Z,,,,FALSE
00Q1i00000AOvbbEAD,0011i00001Nc5UuAAJ,France,google,2022-02-01T17:32:23Z,2022-02-01T17:41:35Z,2022-02-01T17:41:41Z,2022-02-02T12:30:00Z,2022-02-02T12:30:00Z,FALSE
00Q1i00000AOvbvEAD,,France,facebook,2022-02-01T17:34:57Z,2022-02-01T17:37:26Z,,,,FALSE
00Q1i00000AOvc0EAD,0011i00001Nc9PCAAZ,Italy,facebook,2022-02-01T17:35:22Z,2022-02-02T09:07:20Z,2022-02-02T09:07:29Z,2022-02-02T13:00:00Z,2022-02-02T13:00:00Z,FALSE
